,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
430,2021-05-05,14.9,10.6,21.1,0.0,,303.8,21.6,,1013.5,
431,2021-05-06,12.7,10.0,17.8,0.0,,282.9,28.4,,1017.9,
432,2021-05-07,13.9,11.1,18.9,0.0,,277.9,30.6,,1017.4,
433,2021-05-08,16.1,10.0,26.1,0.0,,294.2,23.4,,1016.1,
434,2021-05-09,17.3,12.2,24.4,0.0,,290.8,28.4,,1013.6,
435,2021-05-10,16.7,11.1,28.9,0.0,,309.7,17.6,,1011.5,
436,2021-05-11,16.4,10.6,22.2,0.0,,310.6,19.1,,1012.4,
437,2021-05-12,14.1,10.0,20.0,0.0,,308.9,20.2,,1015.4,
438,2021-05-13,14.0,11.1,20.0,0.0,,301.9,19.1,,1016.8,
439,2021-05-14,12.8,11.1,16.1,0.0,,259.2,25.9,,1014.7,
440,2021-05-15,12.7,11.1,17.8,0.0,,256.3,16.2,,1012.6,
441,2021-05-16,14.6,11.7,19.4,0.0,,238.1,16.6,,1014.2,
442,2021-05-17,14.1,11.7,16.7,0.0,,261.7,23.8,,1017.8,
443,2021-05-18,14.6,12.2,20.0,0.0,,275.4,29.2,,1018.3,
444,2021-05-19,13.8,11.1,16.7,0.0,,275.8,48.6,,1015.6,
445,2021-05-20,13.2,10.0,18.3,0.0,,284.2,33.8,,1016.8,
446,2021-05-21,13.6,10.6,17.8,0.0,,279.2,28.8,,1015.8,
447,2021-05-22,14.2,9.4,21.1,0.0,,293.0,16.9,,1017.8,
448,2021-05-23,14.3,11.7,18.3,0.0,,268.0,23.4,,1020.6,
449,2021-05-24,13.4,10.6,18.3,0.0,,291.2,30.6,,1019.9,
450,2021-05-25,15.1,12.2,18.3,0.0,,277.1,30.2,,1018.6,
451,2021-05-26,14.7,11.1,18.9,0.0,,291.9,23.8,,1017.5,
452,2021-05-27,14.6,11.7,20.0,0.0,,276.3,31.0,,1018.9,
453,2021-05-28,15.9,12.2,20.0,0.0,,286.7,21.2,,1016.8,
454,2021-05-29,13.7,12.2,15.6,0.0,,264.6,23.4,,1014.9,
455,2021-05-30,14.9,11.7,22.8,0.0,,300.8,18.7,,1012.4,
456,2021-05-31,16.9,11.1,24.4,0.0,,318.6,16.9,,1012.1,
457,2021-06-01,17.1,12.2,22.2,0.0,,316.5,21.6,,1013.5,
458,2021-06-02,14.8,11.7,19.4,0.0,,294.5,22.3,,1012.8,
459,2021-06-03,15.7,12.2,22.2,0.0,,311.0,19.4,,1011.0,
460,2021-06-04,16.1,13.3,20.0,0.0,,295.6,20.5,,1013.7,
461,2021-06-05,17.0,12.8,23.3,0.0,,290.6,18.0,,1012.6,
462,2021-06-06,16.8,12.8,22.8,0.0,,280.6,27.0,,1010.4,
463,2021-06-07,15.7,12.8,18.9,0.0,,271.7,36.7,,1012.4,
464,2021-06-08,15.5,12.8,19.4,0.0,,279.6,26.6,,1017.7,
465,2021-06-09,15.4,12.8,19.4,0.0,,272.9,25.2,,1021.1,
466,2021-06-10,15.9,12.8,20.6,0.0,,284.2,25.6,,1023.3,
467,2021-06-11,16.7,12.8,22.8,0.0,,283.9,18.4,,1018.9,
468,2021-06-12,19.8,16.7,25.6,0.0,,304.2,20.2,,1015.1,
469,2021-06-13,19.5,13.9,25.0,0.0,,289.4,16.6,,1014.4,
470,2021-06-14,19.8,15.6,22.8,0.0,,283.1,22.3,,1017.2,
471,2021-06-15,17.8,13.3,23.3,0.0,,281.7,32.0,,1019.1,
472,2021-06-16,20.1,14.4,30.0,0.0,,312.7,19.1,,1014.4,
473,2021-06-17,21.4,16.7,32.2,0.0,,312.7,18.7,,1008.8,
474,2021-06-18,20.9,15.6,28.9,0.0,,309.3,18.4,,1006.5,
475,2021-06-19,19.4,15.6,26.1,0.0,,322.3,15.5,,1007.2,
476,2021-06-20,18.3,14.4,24.4,0.0,,320.0,15.8,,1009.9,
477,2021-06-21,18.8,15.6,23.9,0.0,,259.5,12.2,,1012.9,
478,2021-06-22,20.2,17.8,24.4,0.0,,212.7,18.7,,1012.4,
479,2021-06-23,19.8,16.7,23.3,0.0,,253.9,16.9,,1013.5,
480,2021-06-24,19.0,16.1,23.9,0.0,,273.4,22.0,,1016.5,
481,2021-06-25,17.4,14.4,21.7,0.0,,275.1,21.6,,1015.9,
482,2021-06-26,17.3,15.0,21.1,0.0,,289.2,24.8,,1013.4,
483,2021-06-27,17.2,15.6,21.7,0.0,,275.4,23.0,,1010.4,
484,2021-06-28,16.9,15.0,20.6,0.0,,274.2,25.9,,1009.8,
485,2021-06-29,17.4,15.0,21.7,0.0,,283.7,25.2,,1009.6,
486,2021-06-30,18.4,15.6,22.2,0.0,,264.5,23.0,,1011.8,
487,2021-07-01,19.0,16.1,24.4,0.0,,253.0,20.5,,1012.8,
488,2021-07-02,18.9,15.6,25.6,0.0,,280.9,19.8,,1013.0,
489,2021-07-03,18.3,16.1,23.9,0.0,,280.1,20.2,,1013.9,
490,2021-07-04,18.9,15.6,25.0,0.0,,283.0,15.1,,1014.9,
491,2021-07-05,18.2,15.6,22.8,0.0,,282.5,19.8,,1015.5,
492,2021-07-06,17.1,15.0,20.6,0.0,,270.5,27.4,,1016.4,
493,2021-07-07,16.3,13.9,19.4,0.0,,275.4,25.6,,1013.9,
494,2021-07-08,17.6,15.0,23.3,0.0,,299.4,15.5,,1010.4,
495,2021-07-09,19.5,14.4,23.9,0.0,,303.7,25.2,,1011.9,
496,2021-07-10,17.1,13.9,22.2,0.0,,306.2,28.4,,1013.4,
497,2021-07-11,16.6,13.9,21.1,0.0,,296.3,27.4,,1012.8,
498,2021-07-12,16.4,13.9,20.6,0.0,,270.8,24.5,,1013.0,
499,2021-07-13,16.4,12.8,24.4,0.0,,258.3,22.3,,1012.7,
500,2021-07-14,15.7,12.8,22.8,0.0,,264.0,15.5,,1013.4,
501,2021-07-15,15.4,12.2,18.3,0.0,,271.3,24.5,,1015.5,
502,2021-07-16,15.2,12.8,21.1,0.0,,273.4,16.9,,1013.6,
503,2021-07-17,15.8,12.2,22.2,0.0,,317.9,18.4,,1013.3,
504,2021-07-18,16.4,12.8,23.3,0.0,,309.5,20.9,,1014.7,
505,2021-07-19,16.0,13.3,21.1,0.0,,308.2,20.9,,1016.0,
506,2021-07-20,15.3,12.8,18.9,0.0,,301.3,20.9,,1016.4,
507,2021-07-21,15.9,12.8,20.0,0.0,,306.3,21.2,,1013.7,
508,2021-07-22,15.7,12.8,18.9,0.0,,293.4,22.3,,1014.2,
509,2021-07-23,16.3,11.7,23.9,0.0,,316.4,15.8,,1015.5,
510,2021-07-24,16.1,12.8,21.1,0.0,,313.3,18.4,,1014.9,
511,2021-07-25,16.2,13.3,21.7,0.0,,314.7,18.4,,1013.9,
512,2021-07-26,16.4,13.9,23.9,0.0,,285.9,11.9,,1012.9,
513,2021-07-27,18.1,14.4,23.9,0.0,,315.9,18.4,,1014.8,
514,2021-07-28,17.3,13.3,23.3,0.0,,308.2,22.7,,1016.1,
515,2021-07-29,17.1,13.9,22.2,0.0,,313.2,19.8,,1013.6,
516,2021-07-30,16.9,13.3,21.7,0.0,,310.3,19.4,,1013.0,
517,2021-07-31,17.8,14.4,23.9,0.0,,319.6,15.1,,1015.9,
518,2021-08-01,17.8,14.4,22.8,0.0,,288.6,16.9,,1017.6,
519,2021-08-02,18.1,12.8,21.7,0.0,,290.5,21.6,,1018.4,
520,2021-08-03,15.7,12.8,20.0,0.0,,306.4,20.5,,1016.2,
521,2021-08-04,15.4,13.3,20.0,0.0,,276.9,18.4,,1015.0,
522,2021-08-05,16.3,14.4,20.0,0.0,,263.0,22.3,,1016.0,
523,2021-08-06,17.4,14.4,23.9,0.0,,306.6,17.3,,1014.3,
524,2021-08-07,16.9,13.3,23.9,0.0,,322.1,15.8,,1011.7,
525,2021-08-08,17.3,13.9,23.3,0.0,,313.5,17.3,,1011.2,
526,2021-08-09,17.3,13.9,23.9,0.0,,315.8,15.1,,1011.7,
527,2021-08-10,17.6,14.4,23.9,0.0,,309.8,18.7,,1013.0,
528,2021-08-11,16.9,13.9,21.1,0.0,,290.1,24.8,,1014.1,
529,2021-08-12,17.4,15.0,21.7,0.0,,282.1,21.6,,1014.9,
530,2021-08-13,17.3,14.4,21.7,0.0,,290.9,20.2,,1017.1,
531,2021-08-14,17.3,14.4,21.1,0.0,,288.0,20.9,,1017.5,
532,2021-08-15,17.3,14.4,21.7,0.0,,301.0,21.6,,1014.4,
533,2021-08-16,17.4,14.4,22.8,0.0,,286.2,29.2,,1009.7,
534,2021-08-17,18.6,15.0,24.4,0.0,,264.4,16.9,,1008.5,
535,2021-08-18,17.8,14.4,23.9,0.0,,324.2,11.9,,1010.0,
536,2021-08-19,18.2,15.0,22.8,0.0,,296.2,14.0,,1012.6,
537,2021-08-20,17.9,15.6,22.8,0.0,,323.8,10.1,,1009.9,
538,2021-08-21,17.8,15.0,21.7,0.0,,217.4,17.3,,1008.8,
539,2021-08-22,17.1,14.4,22.8,0.0,,296.1,13.0,,1009.6,
540,2021-08-23,16.8,13.3,22.8,0.0,,264.3,10.8,,1010.7,
541,2021-08-24,16.8,13.3,21.7,0.0,,265.9,13.7,,1013.1,
542,2021-08-25,16.7,13.3,20.6,0.0,,277.4,18.0,,1015.3,
543,2021-08-26,16.6,12.8,25.0,0.0,,310.9,15.1,,1013.7,
544,2021-08-27,19.5,15.0,31.1,0.0,,310.0,14.8,,1007.8,
545,2021-08-28,20.9,15.6,31.7,0.0,,318.1,14.8,,1006.2,
546,2021-08-29,18.9,14.4,23.9,0.0,,304.5,22.3,,1008.7,
547,2021-08-30,16.4,13.3,21.7,0.0,,311.9,19.1,,1007.5,
548,2021-08-31,17.0,12.8,23.3,0.0,,320.8,13.7,,1006.5,
549,2021-09-01,16.8,12.8,21.7,0.0,,252.9,15.5,,1009.6,
550,2021-09-02,16.1,13.9,20.6,0.0,,244.1,13.7,,1013.3,
551,2021-09-03,16.1,12.8,19.4,0.0,,303.1,17.6,,1014.1,
552,2021-09-04,15.3,12.2,22.8,0.0,,300.4,18.7,,1013.9,
553,2021-09-05,15.8,11.7,25.6,0.0,,314.3,16.9,,1013.4,
554,2021-09-06,17.2,12.8,27.8,0.0,,311.0,16.9,,1013.4,
555,2021-09-07,18.4,14.4,23.9,0.0,,301.7,21.2,,1013.7,
556,2021-09-08,18.3,15.6,23.9,0.0,,296.9,24.8,,1011.6,
557,2021-09-09,16.9,14.4,20.6,0.0,,303.7,23.0,,1010.6,
558,2021-09-10,16.8,15.0,20.0,0.0,,303.0,19.1,,1014.5,
559,2021-09-11,16.9,13.9,21.1,0.0,,306.5,19.8,,1015.8,
560,2021-09-12,16.7,12.8,23.9,0.0,,307.5,18.7,,1013.9,
561,2021-09-13,17.1,14.4,22.2,0.0,,301.7,21.2,,1011.8,
562,2021-09-14,16.2,12.2,22.2,0.0,,303.3,17.3,,1011.7,
563,2021-09-15,16.2,13.9,21.1,0.0,,288.1,14.0,,1012.3,
564,2021-09-16,15.6,12.8,20.0,0.0,,262.3,10.8,,1010.9,
565,2021-09-17,15.9,12.8,21.1,0.0,,263.8,13.7,,1013.9,
566,2021-09-18,16.7,13.9,21.7,0.0,,210.3,11.2,,1017.4,
567,2021-09-19,18.4,15.6,21.7,0.0,,281.1,21.2,,1018.0,
568,2021-09-20,18.8,13.3,30.0,0.0,,310.9,8.6,,1014.6,
569,2021-09-21,22.7,16.7,32.2,0.0,,308.0,10.1,,1016.8,
570,2021-09-22,20.5,12.8,22.8,0.0,,311.4,19.4,,1018.1,
571,2021-09-23,16.2,12.2,27.8,0.0,,305.4,15.1,,1013.1,
572,2021-09-24,16.9,12.8,22.2,0.0,,303.3,20.2,,1012.6,
573,2021-09-25,16.1,13.9,19.4,0.0,,287.4,17.6,,1015.1,
574,2021-09-26,16.2,15.0,18.9,0.0,,274.8,19.8,,1016.7,
575,2021-09-27,17.1,15.0,22.2,0.0,,284.0,15.5,,1017.5,
576,2021-09-28,17.2,13.9,21.7,0.0,,292.0,24.5,,1017.1,
577,2021-09-29,16.3,11.7,22.8,0.0,,311.3,14.4,,1015.8,
578,2021-09-30,17.4,12.2,28.3,0.0,,313.9,11.2,,1015.3,
579,2021-10-01,18.8,13.3,26.7,0.0,,306.8,13.0,,1014.3,
580,2021-10-02,18.8,13.9,27.8,0.0,,315.2,12.2,,1015.1,
581,2021-10-03,19.6,13.9,30.6,0.0,,308.0,11.9,,1013.7,
582,2021-10-04,20.1,12.8,26.1,0.0,,314.9,13.7,,1012.1,
583,2021-10-05,15.4,12.2,20.0,0.0,,301.1,18.4,,1014.2,
584,2021-10-06,15.3,13.3,18.9,0.0,,268.5,16.2,,1016.1,
585,2021-10-07,14.6,13.3,16.7,0.0,,262.1,21.2,,1015.8,
586,2021-10-08,14.4,12.8,17.8,0.0,,265.1,24.5,,1018.7,
587,2021-10-09,15.7,12.8,22.2,0.0,,307.5,12.2,,1021.3,
588,2021-10-10,15.4,11.1,22.2,0.0,,296.5,22.0,,1018.4,
589,2021-10-11,14.9,12.2,17.8,0.0,,295.1,32.0,,1015.3,
590,2021-10-12,15.8,10.6,19.4,0.0,,317.5,27.7,,1016.8,
591,2021-10-13,13.4,10.0,16.7,0.0,,264.4,14.0,,1016.4,
592,2021-10-14,14.1,10.0,23.3,0.0,,324.0,9.4,,1018.7,
593,2021-10-15,15.9,10.6,26.1,0.0,,341.0,6.5,,1019.5,
594,2021-10-16,17.7,12.2,28.3,0.0,,345.7,8.3,,1015.5,
595,2021-10-17,17.2,11.7,21.1,0.8,,247.1,15.8,,1012.7,
596,2021-10-18,13.2,10.6,16.1,0.0,,267.9,17.6,,1016.4,
597,2021-10-19,12.7,8.9,19.4,0.0,,175.1,14.8,,1015.4,
598,2021-10-20,15.8,12.8,19.4,7.4,,158.8,13.3,,1017.7,
599,2021-10-21,17.2,16.1,21.1,11.2,,175.0,13.3,,1018.0,
600,2021-10-22,17.1,13.3,18.3,11.7,,246.0,14.8,,1015.8,
601,2021-10-23,15.1,12.2,18.3,6.6,,199.4,13.7,,1013.4,
602,2021-10-24,16.6,13.9,18.3,102.1,,187.4,36.7,,1003.7,
603,2021-10-25,15.1,12.2,17.2,8.6,,249.7,19.8,,1007.8,
604,2021-10-26,14.3,12.2,17.8,0.0,,152.0,9.4,,1021.9,
605,2021-10-27,16.2,13.3,21.7,0.0,,321.6,10.8,,1025.2,
606,2021-10-28,17.0,13.9,23.9,0.0,,347.5,6.8,,1020.0,
607,2021-10-29,17.3,13.3,22.8,0.0,,315.8,12.2,,1014.4,
608,2021-10-30,15.4,13.9,17.8,0.0,,242.6,10.1,,1014.2,
609,2021-10-31,14.9,13.3,17.2,0.0,,115.5,7.6,,1015.5,
610,2021-11-01,16.1,15.6,18.9,3.3,,151.8,11.2,,1017.1,
611,2021-11-02,16.7,15.0,18.9,0.0,,8.3,8.6,,1021.9,
612,2021-11-03,15.6,12.8,21.7,0.0,,347.4,7.6,,1020.5,
613,2021-11-04,17.6,13.3,18.3,1.5,,268.6,17.6,,1020.2,
614,2021-11-05,14.4,11.7,18.3,0.0,,298.6,12.6,,1018.9,
615,2021-11-06,14.5,12.2,17.2,0.0,,302.5,13.7,,1020.1,
616,2021-11-07,13.3,8.3,16.7,0.0,,297.9,14.0,,1021.7,
617,2021-11-08,12.4,8.9,17.2,7.1,,131.0,11.9,,1017.3,
618,2021-11-09,14.3,11.1,18.3,3.8,,165.5,13.7,,1020.2,
619,2021-11-10,15.6,13.3,18.3,0.0,,334.9,8.6,,1025.9,
620,2021-11-11,15.1,11.7,20.0,0.0,,353.3,4.3,,1024.3,
621,2021-11-12,15.7,12.2,21.7,0.0,,357.8,6.1,,1023.1,
622,2021-11-13,15.7,12.2,18.9,0.0,,351.9,5.4,,1021.4,
623,2021-11-14,15.8,12.8,18.9,0.0,,19.2,8.6,,1020.3,
624,2021-11-15,14.9,12.8,16.1,0.0,,7.6,9.4,,1019.4,
625,2021-11-16,14.5,11.7,17.2,0.0,,314.4,11.2,,1018.5,
626,2021-11-17,13.8,9.4,19.4,0.0,,345.3,4.0,,1017.5,
627,2021-11-18,13.6,10.6,16.1,0.0,,249.2,6.8,,1019.0,
628,2021-11-19,13.6,11.7,16.1,0.3,,270.0,7.6,,1020.3,
629,2021-11-20,14.3,10.6,18.9,0.0,,343.2,9.4,,1022.1,
630,2021-11-21,14.1,8.9,20.0,0.0,,86.6,8.3,,1022.5,
631,2021-11-22,13.9,8.3,18.9,0.0,,72.7,5.0,,1019.7,
632,2021-11-23,13.6,8.9,17.2,0.0,,292.0,13.7,,1017.9,
633,2021-11-24,12.8,7.8,18.9,0.0,,341.4,3.2,,1022.2,
634,2021-11-25,13.2,7.8,17.8,0.0,,85.5,6.1,,1026.7,
635,2021-11-26,13.2,9.4,18.9,0.0,,313.5,9.0,,1023.1,
636,2021-11-27,12.9,8.9,19.4,0.0,,0.9,4.0,,1020.5,
637,2021-11-28,14.7,10.6,21.1,0.0,,17.9,3.2,,1022.3,
638,2021-11-29,14.6,10.6,19.4,0.0,,349.6,7.6,,1021.0,
639,2021-11-30,13.1,9.4,18.9,0.0,,13.7,2.5,,1019.7,
640,2021-12-01,15.0,9.4,21.1,0.0,,109.2,4.7,,1018.7,
641,2021-12-02,14.3,9.4,16.7,0.0,,347.3,7.9,,1018.9,
642,2021-12-03,12.3,10.6,13.3,0.0,,302.4,6.5,,1019.7,
643,2021-12-04,12.7,11.7,14.4,0.0,,312.4,10.1,,1023.0,
644,2021-12-05,11.8,9.4,14.4,0.0,,334.5,9.0,,1024.0,
645,2021-12-06,11.7,10.0,12.8,0.5,,19.4,6.8,,1019.6,
646,2021-12-07,12.3,10.6,15.6,1.3,,49.7,8.6,,1015.7,
647,2021-12-08,12.2,10.6,13.3,0.0,,256.6,11.9,,1016.7,
648,2021-12-09,12.0,7.8,13.9,0.3,,286.2,19.8,,1015.5,
649,2021-12-10,9.6,5.6,13.9,0.0,,324.1,6.1,,1022.5,
650,2021-12-11,8.8,3.9,13.3,0.0,,29.3,8.3,,1021.9,
651,2021-12-12,10.6,8.9,13.3,17.8,,139.3,19.4,,1013.6,
652,2021-12-13,12.3,7.8,16.1,79.8,,206.8,24.1,,1006.5,
653,2021-12-14,9.6,6.1,11.1,5.3,,268.3,16.9,,1012.2,
654,2021-12-15,8.7,6.7,13.3,9.1,,171.6,27.0,,1019.8,
655,2021-12-16,11.7,8.9,13.9,7.1,,318.4,12.2,,1019.2,
656,2021-12-17,9.5,6.1,12.8,0.0,,111.9,9.4,,1024.7,
657,2021-12-18,8.6,5.0,11.1,0.0,,42.0,7.6,,1023.6,
658,2021-12-19,7.4,5.0,10.0,0.0,,148.4,7.6,,1019.3,
659,2021-12-20,8.9,7.2,12.2,0.0,,104.5,16.9,,1019.5,
660,2021-12-21,8.4,5.6,11.1,6.4,,96.8,13.3,,1020.1,
661,2021-12-22,9.3,8.3,15.0,20.3,,51.3,10.1,,1015.2,
662,2021-12-23,13.0,11.7,15.0,48.8,,193.9,15.1,,1007.0,
663,2021-12-24,12.1,8.9,12.8,3.3,,262.4,17.6,,1009.4,
664,2021-12-25,11.2,7.8,12.8,17.8,,220.4,21.6,,1009.9,
665,2021-12-26,8.7,6.1,11.1,1.5,,219.0,14.8,,1016.7,
666,2021-12-27,9.5,7.2,11.1,9.1,,276.8,20.2,,1013.1,
667,2021-12-28,7.7,6.7,9.4,0.0,,159.5,12.2,,1011.2,
668,2021-12-29,8.9,7.2,10.6,20.8,,88.4,14.4,,1007.2,
669,2021-12-30,8.3,7.2,11.7,0.0,,26.7,13.9,,1012.6,
670,2021-12-31,8.7,5.0,12.2,0.0,,298.2,12.2,,1013.1,
671,2022-01-01,8.2,3.9,11.1,0.0,,43.2,5.0,,1022.1,
672,2022-01-02,6.2,1.7,11.7,0.0,,158.3,6.8,,1024.4,
673,2022-01-03,10.5,8.3,12.8,6.9,,165.3,17.3,,1022.6,
674,2022-01-04,11.7,10.6,15.0,3.8,,44.6,7.6,,1025.9,
675,2022-01-05,11.9,10.6,14.4,0.0,,19.4,6.1,,1025.0,
676,2022-01-06,12.4,11.1,12.8,0.0,,13.6,5.4,,1018.3,
677,2022-01-07,11.6,10.0,13.9,0.0,,220.7,14.8,,1014.8,
678,2022-01-08,10.4,7.2,13.3,0.0,,97.7,6.5,,1020.2,
679,2022-01-09,9.8,5.0,13.9,0.0,,97.1,5.8,,1025.1,
680,2022-01-10,11.4,8.3,15.6,0.0,,55.0,4.1,,1029.2,
681,2022-01-11,11.0,6.7,15.0,0.0,,13.0,3.6,,1027.7,
682,2022-01-12,11.3,7.0,14.0,0.0,,68.1,4.5,,1024.5,
683,2022-01-13,11.1,9.0,14.0,0.0,,310.1,7.2,,1024.3,
684,2022-01-14,10.7,8.0,16.0,0.0,,35.7,4.6,,1022.6,
685,2022-01-15,12.3,9.0,17.0,0.0,,78.0,6.1,,1022.2,
686,2022-01-16,11.8,9.3,15.5,,,22.6,4.8,,1019.8,
687,2022-01-17,10.9,8.3,15.1,,,291.6,6.4,,1018.4,
